Label,Similarity,Predicted_Label
1,0.5160955,1
1,0.38558596,1
1,0.95884985,1
1,0.607416,1
1,0.54882383,1
1,0.96661985,1
1,0.5878261,1
1,0.49532473,1
1,0.11295029,0
1,0.53109336,1
1,0.6251847,1
1,0.7653261,1
1,0.5631552,1
1,0.8504115,1
1,0.65835625,1
1,0.5616577,1
1,0.5627803,1
1,0.5762559,1
1,0.5717109,1
1,0.5279319,1
1,0.48670188,1
1,0.5179453,1
1,0.6232795,1
1,0.51571,1
1,0.47107533,1
1,0.5682814,1
1,0.55048054,1
1,0.39674255,1
1,0.56862915,1
1,0.6030752,1
1,0.649941,1
1,0.38653025,1
1,0.5840072,1
1,0.19141819,1
1,0.62026405,1
1,0.585357,1
1,0.55791,1
1,0.54714316,1
1,0.6082812,1
1,0.39965335,1
1,0.6626408,1
1,0.6526757,1
1,0.5999006,1
1,0.15756261,0
1,0.6035689,1
1,0.3726709,1
1,0.63650656,1
1,0.6384419,1
1,0.59000194,1
1,0.5908332,1
1,0.8451525,1
1,0.44575924,1
1,0.0671043,0
1,0.5748798,1
1,0.95203483,1
1,0.51645005,1
1,0.6000299,1
1,0.513586,1
1,0.63207954,1
1,0.6461718,1
1,0.6648793,1
1,0.67425704,1
1,0.7752428,1
1,0.6832091,1
1,0.52651125,1
1,0.58222854,1
1,0.6542339,1
1,0.6436247,1
1,0.5573881,1
1,0.66745114,1
1,0.60534304,1
1,0.42442736,1
1,0.574742,1
1,0.66377014,1
1,0.94810796,1
1,0.40457478,1
1,0.6656586,1
1,0.1653149,1
1,0.6750386,1
1,0.6053277,1
1,0.576583,1
1,0.40804854,1
1,0.6843794,1
1,0.3479265,1
1,0.5515755,1
1,0.6230219,1
1,0.11633559,0
1,0.9274437,1
1,0.39931712,1
1,0.5343969,1
1,0.5256082,1
1,0.6054634,1
1,0.47936362,1
1,0.62600243,1
1,0.45145458,1
1,0.019726148,0
1,0.5766668,1
1,0.62685066,1
1,0.3878822,1
1,0.5727554,1
1,0.460964,1
1,0.5706374,1
1,0.74027854,1
1,0.66684085,1
1,0.9557071,1
1,0.5518258,1
1,0.49294016,1
1,0.4682124,1
1,0.70236653,1
1,0.69139427,1
1,0.9692639,1
1,0.78988165,1
1,0.66688067,1
1,0.6718232,1
1,0.42130864,1
1,0.56296176,1
1,0.7285447,1
1,0.66861844,1
1,0.54906803,1
1,0.7514457,1
1,0.1592603,0
1,0.690546,1
1,0.5649481,1
1,0.6259832,1
1,0.3704899,1
1,0.62921005,1
1,0.35856563,1
1,0.61907315,1
1,0.15962276,0
1,0.50330937,1
1,0.40073213,1
1,0.6276991,1
1,0.9668592,1
1,0.58091366,1
1,0.61064214,1
1,0.574801,1
1,0.42581555,1
1,0.0594077,0
1,0.6266094,1
1,0.6461109,1
1,0.4991664,1
1,0.6917727,1
1,0.50554687,1
1,0.95728207,1
1,0.5931119,1
1,0.6947181,1
1,0.5743301,1
1,0.57173115,1
1,0.4950062,1
1,0.8089915,1
1,0.48984882,1
1,0.63516945,1
1,0.5692437,1
1,0.51778877,1
1,0.70374686,1
1,0.5860401,1
1,0.44028378,1
1,0.53831995,1
1,0.6290382,1
1,0.67749,1
1,0.40629306,1
1,0.59930736,1
1,0.23561645,1
1,0.729655,1
1,0.85986835,1
1,0.60212564,1
1,0.4186536,1
1,0.69804776,1
1,0.4149093,1
1,0.13406757,0
1,0.660096,1
1,0.3099665,1
1,0.49555027,1
1,0.6229901,1
1,0.44686544,1
1,0.48006883,1
1,0.6724939,1
1,0.36505306,1
1,0.03168608,0
1,0.465617,1
1,0.6089003,1
1,0.38144523,1
1,0.7012961,1
1,0.53849864,1
1,0.628228,1
1,0.6045538,1
1,0.81789434,1
1,0.633907,1
1,0.45471227,1
1,0.4785886,1
1,0.6815456,1
1,0.66076183,1
1,0.5459545,1
1,0.6249837,1
1,0.52382827,1
1,0.8444042,1
1,0.6557978,1
1,0.5747532,1
1,0.41498134,1
1,0.5384495,1
1,0.58939296,1
1,0.38022205,1
1,0.5662158,1
1,0.16328643,1
1,0.60393655,1
1,0.5918717,1
1,0.6733051,1
1,0.3310303,1
1,0.5741235,1
1,0.28818193,1
1,0.124477476,0
1,0.12337675,0
1,0.11671352,0
1,0.19893298,1
1,0.114887595,0
1,0.096248955,0
1,0.18735103,1
1,0.10839498,0
1,0.4124445,1
1,0.13426392,0
1,0.1935687,1
1,0.13893145,0
1,0.13241231,0
1,0.12600331,0
1,0.13736075,0
1,0.108434,0
1,0.14283131,0
1,0.14433783,0
1,0.14694129,0
1,0.2049181,1
1,0.17359208,1
1,0.11137408,0
1,0.113061905,0
1,0.11514657,0
1,0.17871302,1
1,0.13925634,0
1,0.1411853,0
1,0.057305,0
1,0.096074104,0
1,0.107075855,0
1,0.13645294,0
1,0.15060018,0
1,0.07660026,0
1,0.34426162,1
1,0.118176445,0
1,0.16916533,1
1,0.18519777,1
1,0.15633664,0
1,0.18146668,1
1,0.19283547,1
1,0.37203273,1
1,0.52496916,1
1,0.4950706,1
1,0.54109275,1
1,0.48032498,1
1,0.6937893,1
1,0.4443009,1
1,0.05330581,0
1,0.5241586,1
1,0.5974936,1
1,0.38243088,1
1,0.50784385,1
1,0.52386504,1
1,0.531439,1
1,0.6834401,1
1,0.5911631,1
1,0.9349109,1
1,0.4924764,1
1,0.47330293,1
1,0.50876206,1
1,0.7431922,1
1,0.63678825,1
1,0.9126748,1
1,0.7414461,1
1,0.6180141,1
1,0.7211165,1
1,0.37987587,1
1,0.50752485,1
1,0.64317715,1
1,0.6040509,1
1,0.5668256,1
1,0.68683124,1
1,0.14686033,0
1,0.6206189,1
1,0.51877445,1
1,0.67227805,1
1,0.3591017,1
1,0.5766787,1
1,0.35832542,1
1,0.40410465,1
1,0.38260266,1
1,0.51671654,1
1,0.36019447,1
1,0.3443222,1
1,0.49261937,1
1,0.11814231,0
1,0.5404583,1
1,0.39455095,1
1,0.40145057,1
1,0.43546835,1
1,0.336023,1
1,0.38907635,1
1,0.5418296,1
1,0.3708803,1
1,0.43826368,1
1,0.41813254,1
1,0.5407329,1
1,0.2908007,1
1,0.48195398,1
1,0.4737089,1
1,0.38761306,1
1,0.44433343,1
1,0.39055413,1
1,0.41805878,1
1,0.4360366,1
1,0.58199984,1
1,0.4784527,1
1,0.3863545,1
1,0.5701286,1
1,0.527557,1
1,0.23771665,1
1,0.4429599,1
1,0.41415772,1
1,0.4096257,1
1,0.44814867,1
1,0.45266658,1
1,0.54253066,1
1,0.61684376,1
1,0.55413055,1
1,0.92192477,1
1,0.58883864,1
1,0.46621317,1
1,0.1213445,0
1,0.5511204,1
1,0.63264805,1
1,0.81572545,1
1,0.57581234,1
1,0.8198748,1
1,0.6592455,1
1,0.59371406,1
1,0.5544275,1
1,0.58520716,1
1,0.5916577,1
1,0.5308421,1
1,0.4975774,1
1,0.5322795,1
1,0.61755437,1
1,0.5285502,1
1,0.48549208,1
1,0.56163764,1
1,0.5493659,1
1,0.38978425,1
1,0.59882677,1
1,0.6050839,1
1,0.6592789,1
1,0.39413115,1
1,0.6109226,1
1,0.19777845,1
1,0.6305811,1
1,0.6190958,1
1,0.56740636,1
1,0.5424688,1
1,0.62287337,1
1,0.39283124,1
1,0.57572925,1
1,0.6057375,1
1,0.5870621,1
1,0.41747987,1
1,0.062382318,0
1,0.5914046,1
1,0.6410403,1
1,0.48827195,1
1,0.6905381,1
1,0.51513696,1
1,0.93753934,1
1,0.5713064,1
1,0.68630904,1
1,0.5559474,1
1,0.5516514,1
1,0.48958364,1
1,0.82756,1
1,0.49792087,1
1,0.61929137,1
1,0.54617167,1
1,0.51549876,1
1,0.6957819,1
1,0.5818947,1
1,0.4366982,1
1,0.49055997,1
1,0.6104956,1
1,0.65632784,1
1,0.4029994,1
1,0.5637322,1
1,0.25320685,1
1,0.6974405,1
1,0.8575875,1
1,0.60273546,1
1,0.4078781,1
1,0.6729753,1
1,0.39870217,1
1,0.51484114,1
1,0.5042548,1
1,0.67942965,1
1,0.16174209,1
1,0.6949236,1
1,0.59369993,1
1,0.45477957,1
1,0.62022066,1
1,0.40879056,1
1,0.5868405,1
1,0.64632565,1
1,0.5832581,1
1,0.61753714,1
1,0.6409898,1
1,0.5254629,1
1,0.40794802,1
1,0.54720813,1
1,0.82268184,1
1,0.6059264,1
1,0.6677491,1
1,0.5672723,1
1,0.6826688,1
1,0.43143576,1
1,0.7421472,1
1,0.8424722,1
1,0.6009533,1
1,0.46025878,1
1,0.6532218,1
1,0.29019773,1
1,0.65372515,1
1,0.62788534,1
1,0.50715405,1
1,0.4212001,1
1,0.61573887,1
1,0.46603206,1
1,0.56224304,1
1,0.49612454,1
1,0.10992214,0
1,0.4981692,1
1,0.6046943,1
1,0.74709874,1
1,0.55105835,1
1,0.8492258,1
1,0.63777536,1
1,0.52400136,1
1,0.55050224,1
1,0.5419457,1
1,0.5523667,1
1,0.50789326,1
1,0.49407545,1
1,0.48525956,1
1,0.60873014,1
1,0.4722183,1
1,0.4273592,1
1,0.55194604,1
1,0.5399019,1
1,0.40395576,1
1,0.5169216,1
1,0.5758189,1
1,0.6259367,1
1,0.3787395,1
1,0.53781027,1
1,0.19114031,1
1,0.58401567,1
1,0.5655351,1
1,0.5488308,1
1,0.5519231,1
1,0.57806313,1
1,0.40984362,1
1,0.43849978,1
1,0.097147204,0
1,0.5114837,1
1,0.8486941,1
1,0.5103106,1
1,0.49694785,1
1,0.64810604,1
1,0.5799674,1
1,0.58573663,1
1,0.5527715,1
1,0.6737029,1
1,0.6615624,1
1,0.63622695,1
1,0.620804,1
1,0.69752157,1
1,0.5804424,1
1,0.62711143,1
1,0.5413873,1
1,0.58584756,1
1,0.7030135,1
1,0.3989409,1
1,0.47961223,1
1,0.5691916,1
1,0.8082839,1
1,0.42785454,1
1,0.5904866,1
1,0.1738504,1
1,0.58788353,1
1,0.54259855,1
1,0.69060767,1
1,0.42126867,1
1,0.5908954,1
1,0.3472367,1
1,0.19733004,1
1,0.5120931,1
1,0.48335353,1
1,0.396901,1
1,0.44049665,1
1,0.3972707,1
1,0.39899546,1
1,0.47467187,1
1,0.42567438,1
1,0.49299094,1
1,0.43754315,1
1,0.5300907,1
1,0.31235197,1
1,0.4300914,1
1,0.6749484,1
1,0.4564614,1
1,0.48838466,1
1,0.43558973,1
1,0.60340667,1
1,0.4626902,1
1,0.48949307,1
1,0.6307454,1
1,0.4140941,1
1,0.55511075,1
1,0.43887192,1
1,0.27578783,1
1,0.49347672,1
1,0.43426546,1
1,0.4701992,1
1,0.49425957,1
1,0.51575315,1
1,0.534446,1
1,0.17366365,1
1,0.11787882,0
1,0.15531005,0
1,0.03298057,0
1,0.10315119,0
1,0.059834704,0
1,0.0931507,0
1,0.0015878946,0
1,0.051891476,0
1,0.102917336,0
1,0.13485026,0
1,0.07145202,0
1,0.07998247,0
1,0.11486961,0
1,0.027878303,0
1,0.13387188,0
1,0.019471517,0
1,0.10552569,0
1,0.06556694,0
1,0.17996389,1
1,0.095495865,0
1,0.07434433,0
1,0.16882977,1
1,0.120075315,0
1,0.4758975,1
1,0.097867556,0
1,0.078601524,0
1,0.12671575,0
1,0.10401357,0
1,0.116296716,0
1,0.25562108,1
1,0.579011,1
1,0.5569695,1
1,0.6243637,1
1,0.44132516,1
1,0.6307714,1
1,0.61439943,1
1,0.5132481,1
1,0.5828383,1
1,0.71121985,1
1,0.5170841,1
1,0.50819683,1
1,0.54675347,1
1,0.58842164,1
1,0.566052,1
1,0.6661857,1
1,0.5376774,1
1,0.5263771,1
1,0.4266071,1
1,0.7143234,1
1,0.6034293,1
1,0.62211335,1
1,0.50481117,1
1,0.61921704,1
1,0.30571437,1
1,0.8400111,1
1,0.70705134,1
1,0.6695076,1
1,0.46778992,1
1,0.79338294,1
1,0.5771599,1
1,0.53932345,1
1,0.572083,1
1,0.52227604,1
1,0.6226861,1
1,0.6390851,1
1,0.64151925,1
1,0.6611238,1
1,0.77510285,1
1,0.67468095,1
1,0.5475432,1
1,0.5806073,1
1,0.64976025,1
1,0.6097049,1
1,0.54718065,1
1,0.66307855,1
1,0.6053966,1
1,0.44813955,1
1,0.5771485,1
1,0.63996875,1
1,0.90388936,1
1,0.44456148,1
1,0.65161246,1
1,0.19842115,1
1,0.66829675,1
1,0.5980668,1
1,0.60286087,1
1,0.46106726,1
1,0.6940099,1
1,0.3841592,1
1,0.5318395,1
1,0.6550118,1
1,0.5211921,1
1,0.47198048,1
1,0.4444058,1
1,0.42936987,1
1,0.5861819,1
1,0.49953294,1
1,0.39829102,1
1,0.42640877,1
1,0.48482516,1
1,0.38042313,1
1,0.38856465,1
1,0.44705117,1
1,0.438741,1
1,0.35101908,1
1,0.53694344,1
1,0.46009544,1
1,0.5329109,1
1,0.30765572,1
1,0.4695901,1
1,0.25933254,1
1,0.5257363,1
1,0.53663033,1
1,0.49318126,1
1,0.59121937,1
1,0.5261203,1
1,0.41587868,1
1,0.45342922,1
1,0.69959915,1
1,0.6054116,1
1,0.85904926,1
1,0.5728304,1
1,0.586767,1
1,0.5035395,1
1,0.5311852,1
1,0.5358227,1
1,0.6201401,1
1,0.5740908,1
1,0.5678021,1
1,0.8376469,1
1,0.53236246,1
1,0.6030978,1
1,0.5666218,1
1,0.61645573,1
1,0.616244,1
1,0.3583886,1
1,0.5776103,1
1,0.2740306,1
1,0.6402936,1
1,0.74112695,1
1,0.4947809,1
1,0.40191248,1
1,0.600089,1
1,0.37171516,1
1,0.55833006,1
1,0.45150626,1
1,0.4521613,1
1,0.5258311,1
1,0.4728971,1
1,0.4538944,1
1,0.5399889,1
1,0.5314511,1
1,0.49469548,1
1,0.4739704,1
1,0.42757416,1
1,0.47203657,1
1,0.55321705,1
1,0.33005545,1
1,0.42970774,1
1,0.47406954,1
1,0.5450588,1
1,0.38042396,1
1,0.4535024,1
1,0.1409922,0
1,0.51121587,1
1,0.4820151,1
1,0.56804544,1
1,0.48883203,1
1,0.47382826,1
1,0.37643304,1
1,0.60081786,1
1,0.69277173,1
1,0.59757215,1
1,0.57280403,1
1,0.48602408,1
1,0.7925533,1
1,0.5169608,1
1,0.6450827,1
1,0.5976985,1
1,0.53488505,1
1,0.6955286,1
1,0.5951986,1
1,0.40744993,1
1,0.53770894,1
1,0.6366232,1
1,0.6713261,1
1,0.39973962,1
1,0.61614,1
1,0.21037157,1
1,0.7419868,1
1,0.8757919,1
1,0.5872779,1
1,0.39915657,1
1,0.67099977,1
1,0.37469134,1
1,0.65918607,1
1,0.7374106,1
1,0.5845428,1
1,0.52171975,1
1,0.46613264,1
1,0.8298302,1
1,0.6794862,1
1,0.7149473,1
1,0.6776118,1
1,0.67989254,1
1,0.60765475,1
1,0.4420548,1
1,0.7890023,1
1,0.7123963,1
1,0.6724839,1
1,0.5287664,1
1,0.9370248,1
1,0.1939461,1
1,0.6730011,1
1,0.6157016,1
1,0.58095896,1
1,0.4107942,1
1,0.6229883,1
1,0.36908326,1
1,0.65886295,1
1,0.526559,1
1,0.4799782,1
1,0.53978616,1
1,0.5804891,1
1,0.6752743,1
1,0.66798687,1
1,0.55424035,1
1,0.94643253,1
1,0.5983896,1
1,0.5839283,1
1,0.49662644,1
1,0.68209547,1
1,0.66716355,1
1,0.3661118,1
1,0.62571526,1
1,0.19867466,1
1,0.68363637,1
1,0.6585277,1
1,0.5505398,1
1,0.3900259,1
1,0.6389928,1
1,0.32044345,1
1,0.56141204,1
1,0.52647287,1
1,0.49267465,1
1,0.7175501,1
1,0.71288687,1
1,0.94200593,1
1,0.75958306,1
1,0.67592937,1
1,0.7034101,1
1,0.43065745,1
1,0.5604625,1
1,0.73371583,1
1,0.6774613,1
1,0.5917354,1
1,0.74552405,1
1,0.15810882,0
1,0.6998593,1
1,0.5870561,1
1,0.6630182,1
1,0.39126682,1
1,0.66028655,1
1,0.37688383,1
1,0.6661683,1
1,0.45874542,1
1,0.4858337,1
1,0.5566426,1
1,0.5177281,1
1,0.5995017,1
1,0.5343768,1
1,0.48728308,1
1,0.37361163,1
1,0.68779886,1
1,0.58146405,1
1,0.8289196,1
1,0.380468,1
1,0.63172424,1
1,0.2772948,1
1,0.6221741,1
1,0.6503486,1
1,0.49523863,1
1,0.49291995,1
1,0.6085301,1
1,0.41588706,1
1,0.41005808,1
1,0.5384832,1
1,0.53395516,1
1,0.4742158,1
1,0.47019616,1
1,0.4759559,1
1,0.54173535,1
1,0.46973413,1
1,0.54023445,1
1,0.54712975,1
1,0.6630052,1
1,0.49192405,1
1,0.5367529,1
1,0.21060498,1
1,0.5012632,1
1,0.5101443,1
